PMID,Author Name,Last Name,Author Order,Institution,Country,Is Corresponding,Affiliation
37602975,Rosenberger FA,Rosenberger,4,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Bludau I,Bludau,5,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Schweizer L,Schweizer,6,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Nordmann TM,Nordmann,7,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Skowronek P,Skowronek,8,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Wahle M,Wahle,9,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Zeng WF,Zeng,10,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Zhou XX,Zhou,11,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Brunner AD,Brunner,12,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Richter S,Richter,13,Institute of Computational Biology,Germany,False,"Helmholtz Zentrum München - German Research Center for Environmental Health, Institute of Computational Biology, Neuherberg, Germany."
37602975,Levesque MP,Levesque,14,University of Zurich Hospital,Switzerland,False,"Department of Dermatology, University of Zurich, University of Zurich Hospital, Zurich, Switzerland."
37602975,Theis FJ,Theis,15,Institute of Computational Biology,Germany,False,"Helmholtz Zentrum München - German Research Center for Environmental Health, Institute of Computational Biology, Neuherberg, Germany."
37602975,Steger M,Steger,16,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Mann M,Mann,17,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
41418981,Klingeberg M,Klingeberg,1,Germany; Humboldt University of Berlin,Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany; MDC-Bruker Center of Excellence for Single Cell Omics, Berlin, Germany; Humboldt University of Berlin, Faculty of Life Science, Berlin, Germany."
41418981,Krisp C,Krisp,2,MDC-Bruker Center of Excellence for Single Cell Omics,Germany,False,"MDC-Bruker Center of Excellence for Single Cell Omics, Berlin, Germany; Bruker Daltonik GmbH & Co KG, Bremen, Germany."
41418981,Fritzsche S,Fritzsche,3,Germany; Humboldt University of Berlin,Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany; MDC-Bruker Center of Excellence for Single Cell Omics, Berlin, Germany; Humboldt University of Berlin, Faculty of Life Science, Berlin, Germany."
41418981,Schallenberg S,Schallenberg,4,Institute of Pathology,Germany,False,"Institute of Pathology, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin and Humboldt-Universität Berlin, Berlin, Germany."
41418981,Hornburg D,Hornburg,5,Billerica,United States,False,"Bruker Scientific LLC, Billerica, Massachusetts, USA."
41418981,Coscia F,Coscia,6,Germany; MDC-Bruker Center of Excellence for Single Cell Omics,Germany,True,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany; MDC-Bruker Center of Excellence for Single Cell Omics, Berlin, Germany. Electronic address: fabian.coscia@mdc-berlin.de."
35590073,Mund A,Mund,1,University of Copenhagen,Denmark,True,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark. andreas.mund@cpr.ku.dk."
35590073,Coscia F,Coscia,2,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
35590073,Kriston A,Kriston,3,Eötvös Loránd Research Network,Unknown,False,"Synthetic and Systems Biology Unit, Biological Research Centre, Eötvös Loránd Research Network, Szeged, Hungary."
35590073,Hollandi R,Hollandi,4,Eötvös Loránd Research Network,Unknown,False,"Synthetic and Systems Biology Unit, Biological Research Centre, Eötvös Loránd Research Network, Szeged, Hungary."
35590073,Kovács F,Kovács,5,Eötvös Loránd Research Network,Unknown,False,"Synthetic and Systems Biology Unit, Biological Research Centre, Eötvös Loránd Research Network, Szeged, Hungary."
35590073,Brunner AD,Brunner,6,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
35590073,Migh E,Migh,7,Eötvös Loránd Research Network,Unknown,False,"Synthetic and Systems Biology Unit, Biological Research Centre, Eötvös Loránd Research Network, Szeged, Hungary."
35590073,Schweizer L,Schweizer,8,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
35590073,Santos A,Santos,9,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
35590073,Bzorek M,Bzorek,10,Zealand University Hospital,Denmark,False,"Department of Pathology, Zealand University Hospital, Roskilde, Denmark."
35590073,Naimy S,Naimy,11,Zealand University Hospital,Denmark,False,"Department of Pathology, Zealand University Hospital, Roskilde, Denmark."
35590073,Rahbek-Gjerdrum LM,Rahbek-Gjerdrum,12,Zealand University Hospital,Denmark,False,"Department of Pathology, Zealand University Hospital, Roskilde, Denmark."
35590073,Dyring-Andersen B,Dyring-Andersen,13,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
35590073,Bulkescher J,Bulkescher,14,University of Copenhagen,Denmark,False,"Protein Imaging Platform, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
35590073,Lukas C,Lukas,15,University of Copenhagen,Denmark,False,"Protein Imaging Platform, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
35590073,Eckert MA,Eckert,16,University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, University of Chicago, Chicago, IL, USA."
35590073,Lengyel E,Lengyel,17,University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, University of Chicago, Chicago, IL, USA."
35590073,Gnann C,Gnann,18,KTH - Royal Institute of Technology,Sweden,False,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden."
35590073,Lundberg E,Lundberg,19,KTH - Royal Institute of Technology,Sweden,False,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden."
35590073,Horvath P,Horvath,20,Eötvös Loránd Research Network,Unknown,True,"Synthetic and Systems Biology Unit, Biological Research Centre, Eötvös Loránd Research Network, Szeged, Hungary. horvath.peter@brc.hu."
35590073,Mann M,Mann,21,University of Copenhagen,Denmark,True,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark. mmann@biochem.mpg.de."
41044418,Wünnemann F,Wünnemann,1,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Sicklinger F,Sicklinger,2,University Hospital Heidelberg,Germany,False,"Department of Internal Medicine III, University Hospital Heidelberg, Heidelberg, Germany."
41044418,Bestak K,Bestak,3,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Nimo J,Nimo,4,Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
41044418,Thiemann T,Thiemann,5,University Hospital Heidelberg,Germany,False,"Department of Internal Medicine III, University Hospital Heidelberg, Heidelberg, Germany."
41044418,Amrute JM,Amrute,6,Washington University School of Medicine,United States,False,"Center for Cardiovascular Research, Department of Medicine, Cardiovascular Division, Washington University School of Medicine, St. Louis, MO, USA."
41044418,Nordbeck M,Nordbeck,7,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Hartmann N,Hartmann,8,University Hospital Heidelberg,Germany,False,"Department of Internal Medicine III, University Hospital Heidelberg, Heidelberg, Germany."
41044418,Ibarra-Arellano MA,Ibarra-Arellano,9,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Tanevski J,Tanevski,10,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Chazotte M,Chazotte,11,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Heine C,Heine,12,University Hospital Heidelberg,Germany,False,"Department of Internal Medicine III, University Hospital Heidelberg, Heidelberg, Germany."
41044418,Frey N,Frey,13,University Hospital Heidelberg,Germany,False,"Department of Internal Medicine III, University Hospital Heidelberg, Heidelberg, Germany."
41044418,Lavine KJ,Lavine,14,Washington University School of Medicine,United States,False,"Center for Cardiovascular Research, Department of Medicine, Cardiovascular Division, Washington University School of Medicine, St. Louis, MO, USA."
41044418,Coscia F,Coscia,15,Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
41044418,Saez-Rodriguez J,Saez-Rodriguez,16,University Hospital Heidelberg and Heidelberg University,Germany,False,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany."
41044418,Leuschner F,Leuschner,17,University Hospital Heidelberg,Germany,True,"Department of Internal Medicine III, University Hospital Heidelberg, Heidelberg, Germany. florian.leuschner@med.uni-heidelberg.de."
41044418,Schapiro D,Schapiro,18,University Hospital Heidelberg and Heidelberg University,Germany,True,"Institute for Computational Biomedicine, Faculty of Medicine, University Hospital Heidelberg and Heidelberg University, Heidelberg, Germany. denis.schapiro@uni-heidelberg.de."
PPR669390,Schmacke NA,Schmacke,1,Gene Center and Department of Biochemistry,Germany,False,"Gene Center and Department of Biochemistry, Ludwig-Maximilians-Universität München, 81377 Munich, Germany"
PPR669390,Mädler SC,Mädler,2,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany"
PPR669390,Wallmann G,Wallmann,3,Gene Center and Department of Biochemistry,Germany,False,"Gene Center and Department of Biochemistry, Ludwig-Maximilians-Universität München, 81377 Munich, Germany"
PPR669390,Metousis A,Metousis,4,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany"
PPR669390,Bérouti M,Bérouti,5,Gene Center and Department of Biochemistry,Germany,False,"Gene Center and Department of Biochemistry, Ludwig-Maximilians-Universität München, 81377 Munich, Germany"
PPR669390,Harz H,Harz,6,Ludwig-Maximilians-Universität München,Germany,False,"Faculty of Biology, Human Biology and Bioimaging, Ludwig-Maximilians-Universität München, Planegg-Martinsried, Germany"
PPR669390,Leonhardt H,Leonhardt,7,Ludwig-Maximilians-Universität München,Germany,False,"Faculty of Biology, Human Biology and Bioimaging, Ludwig-Maximilians-Universität München, Planegg-Martinsried, Germany"
PPR669390,Mann M,Mann,8,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany"
PPR669390,Hornung V,Hornung,9,Gene Center and Department of Biochemistry,Germany,False,"Gene Center and Department of Biochemistry, Ludwig-Maximilians-Universität München, 81377 Munich, Germany"
41233595,Makhmut A,Makhmut,1,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
41233595,Dragomir MP,Dragomir,2,Institute of Pathology,Germany,False,"Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Institute of Pathology, Berlin, Germany."
41233595,Fritzsche S,Fritzsche,3,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
41233595,Moebs M,Moebs,4,Institute of Pathology,Germany,False,"Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Institute of Pathology, Berlin, Germany."
41233595,Schmitt WD,Schmitt,5,Institute of Pathology,Germany,False,"Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Institute of Pathology, Berlin, Germany."
41233595,Taube ET,Taube,6,Institute of Pathology,Germany,False,"Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Institute of Pathology, Berlin, Germany."
41233595,Coscia F,Coscia,7,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,True,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany. fabian.coscia@mdc-berlin.de."
